,CELG    US Equity,GILD    US Equity,BIIB    US Equity,AMGN    US Equity,REGN    US Equity,INCY    US Equity,ILMN    US Equity,MYL     US Equity,VRTX    US Equity,ALXN    US Equity,BMRN    US Equity,SHPG    US Equity,SGEN    US Equity,ALKS    US Equity,JAZZ    US Equity,TSRO    US Equity,QGEN    US Equity,UTHR    US Equity,EXEL    US Equity,IONS    US Equity,OPK     US Equity,ALNY    US Equity,ACAD    US Equity,PRAH    US Equity,KITE    US Equity,TECH    US Equity,BLUE    US Equity,NKTR    US Equity,MDCO    US Equity,NBIX    US Equity,AKRX    US Equity,CLVS    US Equity,ICPT    US Equity,RARE    US Equity,GWPH    US Equity,CBPO    US Equity,GRFS    US Equity,SAGE    US Equity,ENDP    US Equity,AGIO    US Equity,INCR    US Equity,HZNP    US Equity,IRWD    US Equity,JUNO    US Equity,PTLA    US Equity,LGND    US Equity,AVXS    US Equity,PRTA    US Equity,TBPH    US Equity,HALO    US Equity,PCRX    US Equity,RDUS    US Equity,ONCE    US Equity,SRPT    US Equity,FGEN    US Equity,ARRY    US Equity,SUPN    US Equity,AERI    US Equity,LXRX    US Equity,GBT     US Equity,INVA    US Equity,BPMC    US Equity,MYGN    US Equity,EGRX    US Equity,DERM    US Equity,ACOR    US Equity,RGEN    US Equity,FMI     US Equity,CHRS    US Equity,GHDX    US Equity,ALDR    US Equity,FOLD    US Equity,INSM    US Equity,FPRX    US Equity,XLRN    US Equity,EPZM    US Equity,XNCR    US Equity,MNTA    US Equity,LOXO    US Equity,AIMT    US Equity,IPXL    US Equity,SGYP    US Equity,DEPO    US Equity,DBVT    US Equity,AMRN    US Equity,ESPR    US Equity,EDIT    US Equity,INSY    US Equity,AMAG    US Equity,FLXN    US Equity,VSAR    US Equity,IMMU    US Equity,LMNX    US Equity,PGNX    US Equity,ADRO    US Equity,NVCR    US Equity,ITCI    US Equity,AMPH    US Equity,BGNE    US Equity,RTRX    US Equity,BCRX    US Equity,VNDA    US Equity,MGNX    US Equity,ARDX    US Equity,OMER    US Equity,NLNK    US Equity,ENTA    US Equity,RVNC    US Equity,NH      US Equity,AMRI    US Equity,ANIP    US Equity,XBIT    US Equity,RGNX    US Equity,ATRA    US Equity,ACHN    US Equity,SPPI    US Equity,CYTK    US Equity,SCMP    US Equity,NTLA    US Equity,INO     US Equity,KPTI    US Equity,LBIO    US Equity,CERS    US Equity,PACB    US Equity,MCRB    US Equity,TLGT    US Equity,NSTG    US Equity,RIGL    US Equity,CLDX    US Equity,CRIS    US Equity,PRTK    US Equity,MACK    US Equity,ADMS    US Equity,OTIC    US Equity,AQXP    US Equity,BOLD    US Equity,AVDL    US Equity,ARNA    US Equity,GERN    US Equity,AKBA    US Equity,NVAX    US Equity,PDLI    US Equity,CCXI    US Equity,OMED    US Equity,COLL    US Equity,BLCM    US Equity,ONVO    US Equity,NERV    US Equity,PTCT    US Equity,NK      US Equity,SGMO    US Equity,BRIXX   US Equity,ZGNX    US Equity,CGEN    US Equity,CEMP    US Equity,MNOV    US Equity,TRVN    US Equity,PETX    US Equity,FOMX    US Equity,CLSD    US Equity,ARZ     CN Equity,ARWR    US Equity,OPHT    US Equity
10/17/2014,88.12,100.75,306.71,133.69,369.64,50.08,164.91,49.46,102.35,164.75,70.45,179.155,34.65,43.08,152.36,25.64,21.92,124.66,1.575,39.87,8.25,86.18,26.06,,32.34,90.85,36,12.4,21.9,16.32,37.24,48.51,224.45,46.86,63.46,51.97,32.96,31.81,61.62,64.27,,11.67,12.55,,25.9,50.07,,19.96,20.17,8.93,101.65,18.17,,22.22,,3.32,7.88,21.55,1.31,,17.27,,35.03,12.12,14.17,31.77,22.5,22.93,,32.42,11.67,5.61,13.29,12,28.99,27.11,10.17,11.35,11.3,,26.71,2.72,14.49,,1.05,21.53,,37.56,30.65,16.3,20.6,3.64,19.32,4.68,,,15.88,10.39,,9.28,11.58,10.08,18.46,20.79,13.25,29.35,43.58,17.41,,21.55,27.42,,,12,10.97,7.4,3.26,8.05,,12.31,33.28,6.35,4.05,5.43,,8.87,10.39,1.71,14.87,1.39,1.93,8.44,14.54,22.43,7.23,,12.19,4.01,2.11,20.49,4.88,8.255,5.28,19.5,,,6.21,4.48,37.03,,10.52,,1.33,7.79,12.25,4.16,5.37,10.91,5.73,,,6.45,39.88
10/24/2014,103.24,110.71,321.67,147.26,402.5,55.07,189.12,51.22,109.91,190.29,81.03,194.49,35.95,45.91,166.46,28.1,22.84,132.355,1.69,45,8.4,93.84,26.92,,33.38,93.72,41,13.15,21.94,17.51,44.38,55.58,237.65,50.22,72.77,55.95,34.32,38.47,65.04,80.61,,12.34,13.26,,27.54,53.97,,20.9,19.81,9.15,106.44,19.65,,23.56,,3.6,7.51,23.42,1.4,,17.08,,36.96,12.34,15.07,34.25,24.11,24.71,,33.65,16.4,5.94,14.27,12.82,34.24,29.7,10.5,11.02,11.25,,27.8,2.81,15.1,27,0.94,24.68,,38.99,33.29,18.61,19.49,3.78,20.47,4.72,,,14.75,10.07,,9.88,11.83,11.11,19.16,21.35,12.21,38.48,45.17,19.47,,22.99,30.08,,,14.89,11.71,7.7,3.5,8.31,,11.31,35.72,6.1,4.14,6.07,,9.39,10.49,1.83,15.5,1.32,1.7499,9.365,14.73,25.93,6.82,,12.77,4.17,2.23,19.72,5.13,8.33,5.72,21.17,,,5.91,4.43,36.45,,11.35,,1.27,7.79,12.46,4,5.67,10.42,5.46,,,7.16,39.69
10/31/2014,107.09,112,321.08,162.18,393.72,67.06,192.58,53.55,112.64,191.36,82.5,199.8,36.67,50.55,168.84,27.82,23.46,130.97,1.7,46.06,8.35,92.74,27.7,,36.99,91.05,41.99,13.79,25.32,18.52,44.55,59.66,258.39,47.01,73.75,60.25,35.39,39.12,66.92,84.03,,12.94,14.02,,28.5,55.27,,21.93,18.3,9.62,92.82,18.41,,16.17,,3.59,8.03,25.22,1.45,,16.02,,39.49,12.67,15.37,34.82,25.22,25.88,,36.34,17.91,5.8,14.19,13.04,36.98,26.53,10.79,10.91,10.79,,28.97,3.43,15.4,25.26,0.9412,29.25,,40.675,33.01,19.59,19.91,3.95,19,4.83,,,15.5,10.14,,9.68,11.72,12.01,21.29,21.93,16.57,32.65,43,20.16,,23.26,33.96,,,19.18,11.75,7.58,3.67,8.62,,11.36,41.08,6.39,4.16,6.56,,9.81,10.65,1.98,16.75,1.31,16,9.17,15.23,26.35,6.63,,12.2,4.36,2.23,12.96,5.6,8.53,5.62,20.77,,,6.54,4.38,40.87,,12.14,,1.27,7.14,13.6,3.57,5.81,11.2,5.4,,,6.52,41.72
11/7/2014,106.45,106.45,320.75,160.25,377.84,69.32,186.35,53.11,115.93,193.81,83.91,198.58,36.05,51,170.8,26.48,23.48,124.21,1.74,44.59,8.32,95.84,27.69,,45.99,90.715,41.03,13.35,24.59,18.58,36.59,58.31,172.59,44.71,73.97,68.9,35.67,38.72,68.96,72.06,20.49,12.99,13.835,,27.39,53.94,,22.56,17.07,9.12,86.02,22.14,,16.12,,3.88,7.84,24.63,1.35,,14.27,,34.89,12.48,15.78,35.11,22.97,24.75,15.1,35.81,16.57,5.72,14.13,14.36,30.19,23.75,10.72,10.98,12,,28.57,3.16,14.27,23.74,0.9,25.17,,36.19,34.95,18.94,19.48,3.61,18.04,5.37,,,15.26,10.09,,10.38,10.46,11.79,19.84,23.49,17.37,32.15,43.33,19.79,,16.84,46,,,28.75,10.11,7.33,4.1,9.25,,11.23,42.14,6.79,4.01,6.52,,9.45,11.89,1.78,13.42,1.3,19,8.7,15.07,24.09,7.115,,11.8,4.26,2.33,10.7,4.95,7.98,4.7,20.19,,,6.97,4.18,40.24,,11.32,,1.32,7.13,13.76,3.2,5.91,11.16,5.34,,,6.06,41.26
11/14/2014,104.05,102.06,305.43,157.68,395.2,69.54,180.5,54.05,111.34,188.76,82.85,202.62,35.36,51.47,174.57,29.62,23.56,125.43,1.73,49.01,8.29,90.12,27.14,20.22,39.34,90.64,39.14,13.63,24.47,18.92,38.21,54.89,162.58,41.91,75.63,66.6,36.17,35.44,66.26,84.06,22.21,12.25,13.13,,26.57,57.79,,21.53,17.48,8.54,88.1,22.32,,15.325,22,3.555,8.47,24.02,1.28,,13.23,,32.84,12.66,16.05,33.47,23.3,24.68,13.92,31.46,15.8,5.69,13.21,15.19,33.5,22.97,11.19,10.63,11.45,,28.86,3,15,24.17,0.9498,29.81,,38.57,34,18.78,18.54,3.76,18.38,6.33,,,15.15,10.25,,9.9,10.075,11.81,23.27,21.64,18.98,30.54,44.24,15.51,,16.13,53.95,,,23.17,13.965,7.21,4.23,11.3,,11,39.77,5.9,4.41,6.8,,9.18,12.19,1.87,14.16,1.3,19.48,8.48,14.83,23.36,7.22,,13.17,4.53,2.76,11.98,5.28,7.79,4.93,20.17,,,6.45,4.29,38.89,,11.21,,1.27,6.55,13.6,3.07,5.56,12.19,5.38,,,6.04,40.05
11/21/2014,108.2,100.58,303.55,162.81,405.25,72.27,185.83,55.79,111.4,191.02,85.83,210.09,36.85,56.395,170.1,30.73,23.53,129.47,1.76,50.94,8.15,91.72,28.43,21.52,44.63,90.26,41.31,14.67,25.69,18.95,36.32,48.6,154.87,44.09,78.95,67.51,36.82,37.28,70.2,94.84,23.57,11.93,13.84,,27.35,53.05,,22.06,15.9,8.52,88.73,22.22,,15.73,22.82,3.76,8.88,25.03,0.95,,13.97,,32.38,12.46,16.36,35.94,22.89,22.43,13.05,33.17,15.7,6.965,13.52,15.75,34.83,22.49,10.59,11.51,10.42,,30.8,2.88,15.46,25.43,1.31,29.64,,38.75,36,16.68,17.92,3.72,18.09,6.77,,,14.82,10.56,,8.24,10.33,12.58,27.21,22.81,20.12,35.33,43.5,16.46,,15.69,55.05,,,26.87,13.16,7.25,4.11,11.68,,9.98,41.21,5.8,4.26,6.85,,9.38,13.65,2.07,20.83,1.31,19.7,9.03,14.83,23.34,8.06,,13.89,4.17,3.7,14.31,5.1,7.86,4.7,21.27,,,6.31,4.33,39.77,,11.67,,1.18,7.17,13.63,3.06,5.46,12.94,5.27,,,5.9,40.81
11/28/2014,113.69,100.32,307.69,165.31,416.11,75.55,190.89,58.61,117.88,194.9,89.72,213.6,36.44,55.02,177.09,34.51,23.93,132.57,1.66,51.79,8.38,100.55,29.87,21.84,41.98,91.61,41.23,16.67,26.81,19.93,40.07,47.58,143.73,43.59,77.43,68.48,37.24,39.54,73.17,100.81,24.39,12.78,13.84,,28.12,53.85,,24.24,15.82,8.78,93.93,24.7,,16.94,22.65,4.03,8.86,26.37,1.02,,15.13,,33.53,12.61,17.25,36.45,22.87,23.62,13.73,33.26,16.32,7.93,14.11,20.56,38.74,22.86,11.21,11.73,10.3,,31.95,2.98,15.49,25.57,1.29,31.63,,38.73,37.2,17.15,18.02,4.13,18.5,6.96,,,14.37,10.43,,10.1,10.81,13.03,28.26,26.77,22.33,39.06,46.94,16.44,,16.27,54.11,,,27,12.87,7.21,4.67,11.72,,9.68,41.88,6.15,4.53,6.76,,10.47,14.91,2.14,20.28,1.48,19.05,9.16,14.69,24.01,7.31,,14.29,4.19,3.68,12.08,5.34,8.26,4.61,22.03,,,6.31,4.7,44.75,,12.08,,1.14,6.97,14.39,3.05,5.22,13.25,5.3,,,5.82,43.15
12/5/2014,114.13,104.59,340.87,169.24,423.23,75.2,189.9,58.41,117.95,198.61,90.18,215.07,36.1,57.51,178.36,34.91,23.94,128.5,1.41,52.76,8.42,99.24,31.16,22.06,43.64,89.81,44.71,16.24,26.28,19.24,39.37,51.05,143.64,40.35,72.94,66.53,34.39,43.75,71.58,106.02,23.56,13.05,14.34,,29.59,54.1,,20.04,14.11,8.64,94.63,24.24,,15.22,26.18,4.93,8.95,29.31,0.93,,12.96,,34.97,13.45,17.5,37.65,22.39,22.24,14.37,32.62,20.09,8.42,14.76,20.81,37.56,22.19,10.76,12.81,10.8,,32.4,2.98,16.04,25.99,1.11,37.54,,38.63,41.18,17.28,17.45,4.37,18.82,7.26,,,16.67,12.13,,9.73,10.27,12.3,28.91,32.83,23.05,37.29,47.4,17.35,,16.21,53.29,,,30.48,14.81,7.24,4.66,14.06,,8.89,44.84,6.25,4.31,6.7,,10.28,14.97,2.25,18.27,1.38,17.25,9.69,13.92,28.48,7.71,,16.62,4.27,3.64,10.45,5.465,7.96,4.37,21.28,,,6.07,4.4,49.5,,11.34,,1.19,8.05,14.42,3.32,4.01,13.5,6.6,,,5.73,44.91
12/12/2014,114.49,104.13,344.49,164.53,416.44,74.655,184.3,53.32,118.55,186.9,91.52,213.7,32.25,54.41,165.12,37.34,22.95,129.37,1.4,62.32,8.18,100.45,32.525,22.71,54.79,93.06,91.28,15.305,25.39,21.97,41.24,55.15,137.69,41.48,72.41,65,31.95,35.57,68.77,119.56,22.77,12.71,15,,28.27,52.52,,18.15,13.91,7.99,91.11,26.38,,13.97,28.99,4.86,8.72,29.73,0.85,,13.39,,33.98,13.25,20,38.7,22.12,21.52,14.12,32.13,25.27,8.15,14.13,22.13,41.77,18.35,11.78,12.16,11.13,,31.16,2.93,15.15,27.02,1.08,37.48,,41,40.04,18.91,18.69,4.58,17.94,7.1,,,15.79,11.73,,10.12,10.06,12.72,29.68,30.35,22.81,35.69,43.23,17.45,,15.84,54.28,,,25.49,13.28,7.1,4.78,13.93,,8.49,34.85,6.15,4.87,6.81,,8.78,13.58,2.25,18.03,1.18,29.05,10.64,13.97,36.72,7.4,,16.83,3.91,3.24,11.33,5.76,7.405,5.6,19.77,,,6.35,4.5,55.87,,16.53,,1.15,8.27,19,3.6,4.01,13.49,6.42,,,5.76,48.83
12/19/2014,117.18,108.45,360.67,170.17,427.64,76.86,189.97,57.51,118.9,189.53,93.84,216.73,32.89,58.88,169.03,37.57,23.57,133.56,1.33,65.09,9.6,100.73,32.98,24,53.58,93.82,92,15.69,27.31,24.49,38.06,56.64,156.63,48.38,70.23,67.14,35.53,40.19,73,119.62,24.88,13.44,14.79,35,30.71,52.32,,21.55,14.03,9.46,94.47,32.03,,13.21,27.46,4.86,8.91,30.76,0.8579,,15.22,,36.42,13.5,20.29,40.06,21.42,24.07,12.76,31.31,28.54,8.03,16.42,25.89,39.05,19.98,16.62,11.72,13.67,,31.32,3.27,16.24,27.18,1.13,38.3,,45.34,44.17,21.26,19.89,4.48,18.46,7.25,,,16.73,12.04,,13.81,11.16,12.25,34.53,23.86,23.13,40.11,46.62,17.65,,14.89,54.16,,,27.85,14.21,7.17,4.89,13.57,,9.48,38.55,7.75,6.41,7.5,,9.92,13.76,2.44,18.92,1.17,38.1,11.04,14.45,36.49,6.64,,18.89,3.99,3.26,11.9,5.97,7.74,7.2,21.48,,19.77,7.24,5.67,56.69,,15.36,,1.16,8.83,21.31,3.11,5.3,16.43,6.14,,,6.39,47
12/26/2014,113.35,93.79,342.4,163.46,413.48,73.89,188.2,57.6,118.41,187.485,91.53,212.88,32,57.72,166.55,36.99,23.61,131.95,1.33,63.65,9.65,97.92,31.73,24.39,54.03,94.88,89.99,15.225,27.34,22.77,36.91,56.25,155.72,44.06,68.13,65.42,34.52,38.45,73.16,114.43,25.91,12.63,14.95,48.73,29.12,52.96,,21.38,14.96,9.62,93.51,38.16,,13.92,27.3,4.75,8.65,29.98,0.91,,15.03,,36.65,13.92,18.57,39.66,20.24,23.96,15.68,32.5,28.21,8.18,15.37,27.33,40.5,18.37,16.67,11.88,13.33,,31.99,3.03,15.685,27.11,1,36.85,,42.24,42.68,20.62,22.24,4.45,18.99,7.24,,,18.96,11.84,,12.98,12.005,15.01,35.56,21.44,22.79,40,51.67,16.79,,15.63,54.54,,,27.71,12.82,6.97,6.14,13.61,,9.36,38.49,8.34,6.54,7.83,,9.24,14.48,2.29,18.24,1.29,36.97,11.19,17.01,33.71,6.78,,17.115,3.42,3.24,11.49,5.92,7.86,6.67,21.48,,21.31,7.16,5.53,53.37,,14.63,,1.25,8.69,21.61,2.9,5.81,17.49,6.69,,,6.52,45.03
1/2/2015,113.52,94.91,342.01,159.89,410.16,73.76,185.42,56.35,123.07,186.6,92.17,209.01,32.54,58.24,163.43,38.73,23.37,127.73,1.65,61.57,9.93,97.77,31.15,23.52,60.61,91.44,91.26,15.165,26.63,22.84,36.07,56.98,159.49,46.4,70.04,67.7,34.43,38.7,72.15,109.76,24.93,12.8,15.48,48.25,28.51,53.73,,20.35,14.7,9.82,91.24,41.21,,14.94,27.48,4.83,8.22,31.25,0.9231,,13.87,,34.61,17.71,17.7,40.51,20.1,22.18,15.82,31.98,28.81,8.61,15.96,27.71,38.26,19.82,16.25,12.07,11.87,,31.8,3.2,16.05,28.2,1.13,41.23,,42.19,42.6,20.22,22.33,4.78,18.82,7.29,,,17.57,11.84,,12.67,12.14,14.58,35.18,20.26,25.01,43.65,50.45,16.66,,15.69,56.99,,,26.7,13.33,7.15,7.37,14.22,,9.32,37.99,8.05,6.515,7.81,,9.07,13.86,2.39,18.41,1.48,34.54,11.43,17.49,34.5,7.63,,17.09,3.59,3.3,11.5,5.76,7.68,6.82,22.63,,22.86,7.29,6.11,51,,15.27,,1.42,8.6,22.89,3.3,5.65,18.21,7.45,,,7.71,45.6
1/9/2015,113.67,102.21,342.34,155.73,411.04,72.03,194.8,55.84,122.21,184.27,93.78,217.49,30.545,65.14,161.79,42.51,22.65,129,1.76,72.26,10.1,101.3,33.37,25.42,79.14,91.78,103.63,15.39,24.63,28.29,40.72,59.05,150,54.06,78.53,66.93,32,44.39,77.96,128.12,27.33,14.29,15.3,54.27,30.33,54.95,,21.55,17.42,14.03,93.7,40.92,,13.95,33.9,4.67,8.76,30.09,0.935,,12.84,,38.1,18.2,19.41,42.08,24.24,23.93,22.24,32.48,28.07,8.84,15.55,24.91,41.14,17.48,17.26,12.39,11.8,,35.89,3.12,17.3,27.12,1.08,44.94,,45.59,42.44,23,23.21,4.87,19.5,7.09,,,16.96,11.98,,13.61,12.24,12.42,33.91,23.5,24.1,41.21,50.11,17.15,,16.35,55.95,,,25.37,14.56,7.02,7.8,13.74,,9.49,32.04,8.44,6.15,7.56,,9.29,13.83,2.19,19.11,1.41,30.5,11.73,16.86,33.25,9.2,,18.26,5.43,3.15,11.5,6.31,7.29,7.04,26.14,,31.75,7.02,5.62,53.62,,15.74,,1.45,9.29,25.78,3.22,5.88,18.6,7.9,,,9.06,50.93
1/16/2015,121.81,100.71,352.75,158.43,408.69,74.38,183.82,56,122.86,180.44,99.45,215.21,31.37,70,164.97,41,23.79,141.09,1.66,69.37,10.02,100.77,32.68,25.02,82.66,93.06,98.8,15.25,25.08,31.47,42.57,67.56,150.64,53.26,75.17,66.64,33.75,38,79.99,132.33,26.96,15.33,15.72,50.14,27.29,54.38,,20.07,17.39,14.82,98.68,39.39,,12.11,34.48,4.49,9.04,29.52,0.9437,,11.75,,38.91,15.84,19.98,42.59,25.83,47.51,20.6,32.88,29.28,8.16,14.72,25.04,41.72,18.45,17.15,12.54,11,,36.79,2.94,20.2,26.81,1.02,45.29,,46.72,44.4,22.52,18.99,4.79,18.79,6.22,,,21.45,11.92,,13.54,11.25,11.83,31.87,25.57,23.78,38.63,50.23,17.15,,17,56.21,,,25.15,14.515,6.76,7.5,14.04,,8.77,26.65,8.9,5.89,7.86,,9.04,12.8,2.17,20.3,1.37,29.06,10.87,17.31,34.63,9.95,,14,5.405,3.295,10.83,6.81,7.51,7.35,23.57,,29.13,6.16,4.66,58.6,,14.45,,1.35,8.95,26.46,3.43,5.94,18.63,7.32,,,6.86,49.71
1/23/2015,123.89,105.54,357.53,159.81,420.21,79.9,197.16,54.21,125.57,183.32,97.69,216.03,32.3,69.81,175.555,40.8,23.545,145.3,1.63,71.28,10.84,93.42,31.88,26.12,67.37,93.4,95.92,14.62,28.4,31.7,42.35,64.74,165.76,52.21,75.4,68.3,33.92,38.25,78.87,123.65,23.75,16.21,15.98,41.3,28.16,54.67,,21.51,17.5,13.87,106.54,38.65,,12.175,29.38,7.11,8.57,29.92,0.9164,,11.78,,36.2,18.92,17.37,43.76,24.79,47.97,20.17,31.32,28.05,8.31,14.89,24.95,39.24,20.1,17.41,10.63,10.49,,38.24,2.87,18.72,25.43,1.03,46.31,,49.72,46.76,21.78,17.3,4.73,18.28,6.14,,,19.86,11.77,,13.47,10.99,12.23,32.44,26.62,22.86,39.4,44.92,16.78,,16.09,52.74,,,23.14,15.99,6.77,7.38,15.18,,8.61,27.66,8.8,5.29,7.88,,9.02,12.53,2.14,22.75,1.67,23.79,9.59,17.01,32.93,10.06,,14.48,4.55,3.23,10.61,7.37,7.57,8.49,22.41,,24.12,6.32,5.15,55.53,,13.41,,1.28,8.15,25.49,3.55,5.7,17.12,8.1,,,6.43,55.52
1/30/2015,119.16,104.83,389.16,152.26,416.66,79.71,195.19,53.15,110.14,183.24,97.16,219.26,31.16,72.25,169.34,40.23,22.93,141.13,1.87,68.51,12.13,93.83,30.43,26.13,67.15,93.02,92.91,14.64,28.67,33.66,42.58,65.19,201.03,58.1,72.97,68.14,34.46,40.39,79.61,115.92,23.3,16.43,15.58,42.75,28.43,56.92,,22.63,16.24,14.28,107.35,48.19,50,12,29.53,7.16,8.5,27.96,0.91,,11.27,,37.42,19.41,16.85,41.55,24.29,47.66,22.44,32.28,27.08,7.69,15.46,26.31,39.47,19.14,15.15,10.77,12.79,,36.67,2.91,18.27,24.29,1.02,45.9,,47.78,44.19,20.59,17.73,5.35,17.65,5.98,,,19.42,12.13,,12.84,10.18,11.13,31.62,27.01,22.24,36.59,43.44,16.1,,16.33,55.97,,,24.36,14.85,7,7.09,15.06,,8.34,26.53,7.85,5.34,8.04,,9.96,12.56,2.07,21.42,1.84,24.7,9.43,16.83,29.2,10.61,,14.4,4.31,3.18,10.27,7.81,7.29,8.22,22.86,,24.71,6.43,4.38,54.91,,12.79,,1.35,7.76,27.74,3.78,5.45,16.57,8.76,,,6.31,56.25
2/6/2015,118.75,97.48,402,151.4,406.86,75.35,192.64,53.89,108.66,175.63,93.85,223.68,32.55,69.51,171.79,37.32,22.63,141.91,1.91,59.01,13.5,89.1,32.48,27.6,60.27,90.04,86.13,13.95,28.34,33.89,47.36,66.42,193.54,53.4,74.9,67.94,34.19,36.99,79.69,107.55,22.71,15.94,15.99,39.45,30.83,54.99,,21.72,17.44,13.87,110.12,47.7,44.84,12.39,31.39,7.49,8.5,26.06,0.9027,,12.65,,32.63,18.38,16.7,40.4,23.79,48.53,28.66,31.13,25.11,7.34,15.6,24.57,37.08,18.58,15.03,10.8,12.1,,39.15,2.94,17.78,21.86,1.06,59.39,,51.4,41.49,21.15,17.32,3.99,15.57,5.64,,,18.89,12.75,,13.26,10.19,11.63,33.13,15.92,19.61,32.49,34.53,16.67,,16.76,55.31,,,19.28,10.82,6.94,6.37,14.69,,8.2,26.99,7.39,5.66,6.8,,10.47,13.51,2.31,19.5,2.22,24.24,8.87,16.67,31.52,10.99,,13.29,4.44,3.025,9.52,7.97,7.22,7.49,24.12,,22.27,6.09,4.77,50.56,,12.77,,1.3,7.76,26.5,4.22,5.07,15.78,9.1,,,6.39,49.57
2/13/2015,115.88,101.9,391.66,153.48,402.4,75.94,198.54,55.85,113.66,182.29,100.76,239.82,31.57,71.4,169.69,38.49,23.68,151.11,2.48,63.86,13.8,95.54,34.21,27.19,62.59,94.61,90.7,13.54,29.79,37.22,47.28,68.79,209.115,54.1,78.09,69.12,34.65,41.03,84.01,118.55,24.19,16.84,15.15,40.52,34.96,55.91,,22.89,18.51,14.73,113.94,50.37,46.25,12.76,30.25,8.05,8.8,27.91,0.8899,,14.85,,34.03,20.98,16.52,36.14,24.77,48.88,27.11,31.12,26.06,8.36,17.4,24.63,38.02,21.58,15.47,11.7,11.91,,39.51,2.985,18.38,22.15,1.18,67.13,,51.5,41.49,21.29,18.04,3.84,15.45,5.66,,,24.53,12.76,,13.92,10.06,12.37,34.09,17.14,20.63,38.84,33.3,16.84,,16.94,62.69,,,18,10.89,7.205,7.78,15.32,,6.8,27.12,7.45,5.53,6.96,,10.57,12.66,2.47,20.97,3.23,26.95,10.22,16.98,31.14,10.29,,14.15,4.55,3.03,9.32,8.8,7.28,7.85,26.06,,20,6.34,4.68,53.37,,15.4,,1.43,8.19,27.68,3.62,5.42,16.52,9.01,,,6.77,51.11
2/20/2015,123.43,102.61,408.05,157.66,423.78,82.49,203.135,57.87,118.61,186.02,107.16,237.29,34.96,73.24,172.42,44.2,24.47,156.01,2.74,67.01,14.2,102.39,37.45,28.08,62.8,96.36,93.32,13.61,28.46,39.4,48.02,73.8,218.89,55.57,84.89,77.25,35.2,42.5,86.32,106.3,25.61,18.53,15.65,45.52,37.78,57.54,,26.63,19.52,15.365,117.33,45.9,51.44,15.21,30.16,8.24,8.67,27.71,0.93,,18.22,,34.32,33.68,16,37.41,25.45,48.48,27.45,31,27.41,8.7,17.58,26.27,39.98,22.76,15.06,13.01,13.66,,40.35,2.87,20.02,23.34,1.33,65.98,,52.42,43.04,22.5,18.85,3.99,15.8,6.23,,,25.65,12.85,,14.5,10.15,11.43,35.86,17.18,21.25,39.75,35.9,15.76,,16.27,68.66,,,21.32,12.16,7.46,7.94,15.02,,6.88,27.55,7.3,5.5,6.85,,10.81,12.28,2.55,21.21,3.4,31.4,11.01,17.28,33.31,10.45,,14.62,4.65,3.16,10.14,9.51,7.28,8.27,27.05,,21.06,6.39,5.32,55.19,,16.945,,1.55,8.53,29.61,3.51,5.44,16.98,9.18,,,7.38,55.82
2/27/2015,121.53,103.53,409.59,157.72,413.84,85.85,195.46,57.325,119.43,180.37,107.07,241.91,36.25,70.25,170.09,53.33,25.26,155.05,2.93,68.56,14.56,101.53,37.97,31.52,65.44,97.53,95.32,13.07,28.765,39.05,53.81,76.46,221.37,54.27,80.92,76.6,32.76,43.45,85.6,107.28,29.93,20.53,15.45,46.92,38.08,55.07,,26.58,21.73,15.07,114.77,42.65,57.59,13.9,31.82,7.96,8.99,28.12,0.94,,18.06,,34.07,34,16.73,33.84,25.71,47.76,31.59,30.4,26.88,8.76,18.54,25.74,40.63,23.52,15.6,13.65,12.84,,40.29,3.02,21.95,21.67,1.51,62.45,,60.06,49.23,22.81,19.81,4.08,15.74,6.51,,,24.85,14,,14.16,10.2,10.76,34.57,15.745,20.87,43.08,35.82,16.05,,16.22,67.36,,,19.56,12.14,6.23,7.71,15.38,,7.075,27.26,8.98,4.775,6.3,,11.52,10.51,2.99,25.54,3.08,29.23,10.72,17.28,37.08,9.75,,15.65,4.51,3.02,9.26,9.15,6.98,8.14,24.98,,23.22,5.92,5.14,71.33,,16.82,,1.68,8.36,33.12,3.54,5.39,19.26,8.96,,,7.53,53.735
3/6/2015,118.03,101.81,417.63,154.88,422.13,90,193.14,55.44,126.34,181.65,113.77,235.75,35.32,68.19,172.12,55.11,24.645,160.65,3.04,70.44,14.11,107.67,38.94,30.32,66.41,97.48,113.14,13.02,28.78,40.67,49.83,79.19,266.14,59.25,83.26,82.88,31.9,42.98,87.03,104.49,30.28,21.905,15.81,52.84,41.72,69.51,,26.12,20.23,15.2,96.63,47.47,58.01,13.63,29.82,8.06,9.79,28.29,1.17,,19.6,,35.13,37.63,16.1,34.74,25.07,47.51,27.48,32.01,26.5,8.49,20.16,24.55,40.55,23,15.33,14.57,13.79,,39.08,3.11,23.44,20.84,1.78,65.28,,57.69,51.58,24.11,20.43,4.17,15.78,6.95,,,23.8,14.78,,15.37,10.045,10.47,35.36,15.66,26.14,48.65,34.97,17.32,,17.45,66.72,,,28.31,11.39,6.26,7.8,15.64,,7.35,27.01,9,4.41,6.17,,9.01,11.93,3.56,29.39,3.04,31.54,12.38,16.86,36.33,10.49,,15.37,4.32,3.5,11.15,8.8,6.7,7.74,27.55,,24.48,5.59,5.34,71.13,,17.55,,1.88,8.13,33.47,3.49,5.57,19.66,9.25,,,7.75,53.19
